timestamp,person,position,track_id
2023-11-21 17:41:38,Both,left,1BViPjTT585XAhkUUrkts0
2023-11-21 17:43:47,Both,left,35xSkNIXi504fcEwz9USRB
2023-11-21 17:46:07,Both,left,3PbV3ocgAp3Xn0omGFC0cG
2023-11-21 17:48:55,Both,left,0yhxBvedRdGxsPZHJNI4VA
2023-11-21 17:51:49,Both,left,4QIo4oxwzzafcBWkKjDpXY
2023-11-21 17:54:08,Both,left,0tMSssfxAL2oV8Vri0mFHE
2023-11-21 17:56:56,Both,left,7LmkhaMCqsjppaYtAYhMaI
2023-11-21 17:58:57,Both,left,3ZCTVFBt2Brf31RLEnCkWJ
2023-11-21 18:01:40,Both,left,35xSkNIXi504fcEwz9USRB
2023-11-21 18:04:01,Both,left,0tMSssfxAL2oV8Vri0mFHE
2023-11-21 18:06:27,Both,left,16umSNZfofRpDqTvf8DIAo
2023-11-21 18:09:16,Both,left,34xTFwjPQ1dC6uJmleno7x
2023-11-21 18:11:31,Both,left,12dtBMOafWqGvjJhKxAJ7q
2023-11-21 18:13:38,Both,left,4Ozmbn4LIW5WVZhhHuk1Gp
2023-11-21 18:15:48,Both,left,7KZ5MMVgBVox9ycroB2UrI
2023-11-21 18:18:48,Both,left,12dtBMOafWqGvjJhKxAJ7q
2023-11-21 18:20:58,Both,left,34xTFwjPQ1dC6uJmleno7x
2023-11-21 18:22:59,Both,left,1DWZUa5Mzf2BwzpHtgbHPY
2023-11-21 18:25:20,Both,left,5H4PU7wBIXL259apGjSpOr
2023-11-21 18:27:38,Both,left,73D5hBkiVZkopZrmBZTBWf
2023-11-21 18:30:25,Both,left,4Ozmbn4LIW5WVZhhHuk1Gp
2023-11-21 18:32:32,Both,left,40GRJBeHKroMtWwGX9EFyQ
2023-11-21 18:34:51,Both,left,4Ozmbn4LIW5WVZhhHuk1Gp
2023-11-21 18:37:04,Both,left,4xR3MAscflQ262kMeiKshQ
2023-11-21 18:39:08,Sarthak,right,40GRJBeHKroMtWwGX9EFyQ
2023-11-21 18:41:56,Sarthak,right,7m9OqQk4RVRkw9JJdeAw96
2023-11-21 18:44:01,Sarthak,right,16umSNZfofRpDqTvf8DIAo
2023-11-21 18:46:39,Sarthak,right,0tMSssfxAL2oV8Vri0mFHE
2023-11-21 18:48:54,Sarthak,right,4UKCKdYiLN6IMA5ZESUTL7
2023-11-21 18:51:40,Sarthak,right,3s7MCdXyWmwjdcWh7GWXas
2023-11-21 19:35:54,Sarthak,right,19YKaevk2bce4odJkP5L22
2023-11-21 20:16:45,Both,right,78TTtXnFQPzwqlbtbwqN0y
2023-11-21 20:19:02,Both,right,40GRJBeHKroMtWwGX9EFyQ
2023-11-21 20:21:33,Both,right,4YwNf1fLZt9IQhJeHNWfBi
2023-11-21 20:24:12,Both,right,3s7MCdXyWmwjdcWh7GWXas
2023-11-21 20:27:10,Both,right,1FBuBhNZ8dmjUBWR58UOQv
2023-11-21 20:29:32,Both,right,1FBuBhNZ8dmjUBWR58UOQv
2023-11-21 20:31:55,Both,right,01z2fBGB8Hl3Jd3zXe4IXR
2023-11-21 20:34:17,Both,right,2rXVtoLBHuXcNB5DVfIc9p
2023-11-21 20:36:29,Both,right,40GRJBeHKroMtWwGX9EFyQ
2023-11-21 20:39:23,Both,right,35xSkNIXi504fcEwz9USRB
2023-11-21 20:41:52,Both,right,0yhxBvedRdGxsPZHJNI4VA
2023-11-21 20:44:15,Both,right,2Uvy6SkNqxvnH1W68dymxG
2023-11-21 20:46:39,Both,right,4UKCKdYiLN6IMA5ZESUTL7
2023-11-21 20:49:27,Both,right,6CcJMwBtXByIz4zQLzFkKc
2023-11-21 20:52:09,Both,right,1B04mWViAk7jcLEifYbvdi
2023-11-21 20:54:13,Both,right,0yhxBvedRdGxsPZHJNI4VA
2023-11-21 20:56:37,Both,right,0f0gfm6wHjhqrBMHBn9Ajr
2023-11-21 20:58:44,Both,right,34xTFwjPQ1dC6uJmleno7x
2023-11-21 21:01:23,Both,right,2ZWlPOoWh0626oTaHrnl2a
2023-11-21 21:04:13,Both,right,7LmkhaMCqsjppaYtAYhMaI
2023-11-21 21:06:15,Both,right,3s7MCdXyWmwjdcWh7GWXas
2023-11-21 21:09:01,Both,right,16qYlQ6koFxYVbiJbGHblz
2023-11-21 21:11:29,Both,right,0tMSssfxAL2oV8Vri0mFHE
2023-11-21 21:14:27,Both,right,73D5hBkiVZkopZrmBZTBWf
2023-11-21 21:17:11,Both,right,2ZWlPOoWh0626oTaHrnl2a
2023-11-21 21:19:36,Both,right,4xR3MAscflQ262kMeiKshQ
2023-11-21 21:22:30,Both,right,7LmkhaMCqsjppaYtAYhMaI
2023-11-21 21:25:21,Both,right,43zdsphuZLzwA9k4DJhU0I
2023-11-21 21:28:18,Both,right,35xSkNIXi504fcEwz9USRB
2023-11-21 21:31:10,Both,right,5GUYJTQap5F3RDQiCOJhrS
2023-11-21 21:33:50,Both,right,2LMkwUfqC6S6s6qDVlEuzV
2023-11-21 21:36:44,Both,right,01z2fBGB8Hl3Jd3zXe4IXR
2023-11-21 21:38:51,Both,right,2JUqYobT8NvARdPmc4ES2x
2023-11-21 21:41:16,Both,right,7m9OqQk4RVRkw9JJdeAw96
2023-11-21 21:44:16,Both,right,7fTEiF3rNCc8TDagCAXjhd
2023-11-21 21:46:28,Both,right,0f0gfm6wHjhqrBMHBn9Ajr
2023-11-21 21:49:04,Both,right,4YwNf1fLZt9IQhJeHNWfBi
2023-11-21 21:51:41,Both,right,4UKCKdYiLN6IMA5ZESUTL7
